,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,771229.0,60160.416,0.7874945545589312,168.0,66.0,7494.0,47376.0,7628.543999999999,5155.871999999999,"[['C', 17], ['S', 3], ['X', 2], ['Y', 140], ['R', 3], ['K', 11], ['C', 1], ['Y', 143], ['Y', 1], ['K', 1], ['C', 1], ['R', 3], ['S', 3], ['X', 2]]"
