,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,692353.0,153750.43199999997,0.30813571957963676,168.0,468.0,75990.0,47376.0,54093.312,52281.119999999995,"[['C', 22], ['K', 57], ['R', 3], ['X', 119], ['S', 3], ['Y', 5], ['C', 3], ['X', 151], ['K', 8], ['S', 3], ['Y', 4], ['R', 3], ['C', 1], ['X', 1]]"
