,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,455683.0,142193.408,0.3331800022684596,168.0,342.0,80360.0,47376.0,39529.727999999996,55287.67999999999,"[['X', 38], ['C', 3], ['X', 2], ['K', 28], ['S', 3], ['Y', 10], ['R', 3], ['C', 3], ['S', 3], ['K', 9], ['R', 3], ['X', 1], ['Y', 1], ['C', 1]]"
